frecuencia frecuencia_wo wo Q Ho valor_transferencia
800 1120 7037.16754404 0.6 1.1 1.01726625284
800 1120 7037.16754404 0.7 1.1 0.991675363215
800 1120 7037.16754404 0.8 1.1 0.964418690745
800 1120 7037.16754404 0.9 1.2 1.02118772766
800 1120 7037.16754404 1.0 1.2 0.989674622215
800 1120 7037.16754404 1.1 1.2 0.958025608128
800 1120 7037.16754404 1.2 1.3 1.00384038957
800 1120 7037.16754404 1.3 1.3 0.970407373954
800 1120 7037.16754404 1.4 1.4 1.00994224944
800 1120 7037.16754404 1.5 1.4 0.975909750609
800 1120 7037.16754404 1.6 1.5 1.01044530702
800 1120 7037.16754404 1.7 1.5 0.976646579086
800 1120 7037.16754404 1.8 1.6 1.00721379374
800 1120 7037.16754404 1.9 1.6 0.974191528952
800 1120 7037.16754404 2.0 1.7 1.00159266766
800 1120 7037.16754404 2.1 1.7 0.969672876142
800 1120 7037.16754404 2.2 1.8 0.994522533193
800 1120 7037.16754404 2.3 1.8 0.96387983411
800 1120 7037.16754404 2.4 1.9 0.986646884273
800 1120 7037.16754404 2.5 1.9 0.957354948496
800 1120 7037.16754404 2.6 2.0 0.978398225241
800 1120 7037.16754404 2.7 2.0 0.950466026877
800 1120 7037.16754404 2.8 2.1 0.970062279558
800 1120 7037.16754404 2.9 2.2 0.988385650744
800 1120 7037.16754404 3.0 2.2 0.96182395512
800 1120 7037.16754404 3.1 2.3 0.979063744616
800 1120 7037.16754404 3.2 2.3 0.953799503073
800 1120 7037.16754404 3.3 2.4 0.970101093486
800 1120 7037.16754404 3.4 2.5 0.985477843265
800 1120 7037.16754404 3.5 2.5 0.961538461538
800 1200 7539.82236862 0.1 1.0 0.996545758245
800 1200 7539.82236862 0.2 1.0 0.986393923832
800 1200 7539.82236862 0.3 1.0 0.970142500145
800 1200 7539.82236862 0.4 1.1 1.04355162786
800 1200 7539.82236862 0.5 1.1 1.01538461538
800 1200 7539.82236862 0.6 1.1 0.9838699101
800 1200 7539.82236862 0.7 1.1 0.950156790988
800 1200 7539.82236862 0.8 1.2 0.998460353205
800 1200 7539.82236862 0.9 1.2 0.96
800 1200 7539.82236862 1.0 1.3 0.998687663477
800 1200 7539.82236862 1.1 1.3 0.958300382261
800 1200 7539.82236862 1.2 1.4 0.989949493661
800 1200 7539.82236862 1.3 1.5 1.0174201541
800 1200 7539.82236862 1.4 1.5 0.976187060184
800 1200 7539.82236862 1.5 1.6 0.999512076087
800 1200 7539.82236862 1.6 1.6 0.96
800 1200 7539.82236862 1.7 1.7 0.980361435918
800 1200 7539.82236862 1.8 1.8 0.998460353205
800 1200 7539.82236862 1.9 1.8 0.961187384498
800 1200 7539.82236862 2.0 1.9 0.977541935312
800 1200 7539.82236862 2.1 2.0 0.992277876714
800 1200 7539.82236862 2.2 2.0 0.957704261361
800 1200 7539.82236862 2.3 2.1 0.97138861406
800 1200 7539.82236862 2.4 2.2 0.9838699101
800 1200 7539.82236862 2.5 2.2 0.952008348686
800 1200 7539.82236862 2.6 2.3 0.963833808162
800 1200 7539.82236862 2.7 2.4 0.974732318528
800 1200 7539.82236862 2.8 2.5 0.984798246448
800 1200 7539.82236862 2.9 2.5 0.955879481816
800 1200 7539.82236862 3.0 2.6 0.965615758521
800 1200 7539.82236862 3.1 2.7 0.974684076906
800 1200 7539.82236862 3.2 2.8 0.983145636447
800 1200 7539.82236862 3.3 2.8 0.956880576643
800 1200 7539.82236862 3.4 2.9 0.965178341432
800 1200 7539.82236862 3.5 3.0 0.972972972973
800 1200 7539.82236862 3.6 3.1 0.980306074652
800 1200 7539.82236862 3.7 3.1 0.956364563916
